2025-10-10 20:02:01,Mouse (teste),KaBuM,769.99
2025-10-10 21:11:06,Mouse (teste),KaBuM,769.99
2025-10-11 09:11:55,Mouse (teste),KaBuM,769.99
2025-10-11 21:10:31,Mouse (teste),KaBuM,769.99
2025-10-12 09:12:07,Mouse (teste),KaBuM,769.99
2025-10-12 21:10:49,Mouse (teste),KaBuM,769.99
2025-10-13 09:16:54,Mouse (teste),KaBuM,802.99
